PO2,VO2
100.13,
94.795,0.263587738
93.828,0.321829978
91.093,0.910243008
90.064,0.342464371
88.423,0.546145805
87.117,0.434653517
85.322,0.597398976
83.202,0.705563136
81.786,0.471262925
80.295,0.496223885
79.281,0.337472179
77.715,0.521184845
76.382,0.443639462
74.939,0.48024887
73.307,0.54315049
71.891,0.471262925
70.559,0.44330665
68.819,0.579094272
67.775,0.347456563
65.991,0.593738035
64.003,0.661631846
63.327,0.224981453
61.533,0.597066163
60.156,0.458283226
58.873,0.426998822
58.004,0.289214323
55.844,0.718875648
54.903,0.313176845
53.485,0.47192855
51.647,0.611709926
50.37,0.425001946
48.309,0.685927181
47.1,0.402370675
46.048,0.350119066
44.691,0.45162697
43.555,0.378075341
42.246,0.435651955
40.987,0.419011315
39.618,0.455620723
38.295,0.440311334
36.989,0.434653517
35.674,0.437648832
34.907,0.255267418
33.469,0.478584806
32.113,0.451294157
30.832,0.426333197
29.498,0.443972275
28.092,0.467934797
26.818,0.424003507
25.639,0.392386291
24.27,0.455620723
22.932,0.445303526
21.789,0.38040503
20.674,0.371086272
19.479,0.397711296
18.285,0.397378483
17.258,0.341798746
16.13,0.375412838
15.172,0.318834662
14.074,0.365428454
13.116,0.318834662
12.059,0.35178313
10.948,0.369755021
10.028,0.306187776
9.1603,0.288781667
8.3373,0.273904934
7.3193,0.33880343
6.514,0.268014148
5.7227,0.263354769
4.9887,0.244284595
4.3397,0.215995507
3.608,0.243519126
3.0867,0.173495313
2.6277,0.152761075
2.1027,0.17472672
1.7793,0.10763166
1.462,0.105601501
1.16,0.100509466
0.939,0.073551629
0.707,0.07721257
0.56133,0.048480841
0.358,0.067670827
0.22433,0.044487087
0.037,0.062345822
