PO2,VO2
100.021,
97.352,0.888277363
95.694,0.551803622
88.527,1.090294733
88.248,0.092854771
85.945,0.766467878
84.324,0.539489549
81.791,0.843014822
79.58,0.735849101
77.83,0.5824224
75.016,0.936535219
73.663,0.450295718
71.385,0.758147558
69.341,0.680269363
67.919,0.473259802
65.936,0.659967782
64.015,0.639333389
62.058,0.65131465
60.099,0.651980275
57.477,0.872635162
55.883,0.530503603
54.075,0.601725542
51.756,0.771792883
50.013,0.58009271
48.176,0.611377114
46.158,0.67161623
44.159,0.665292787
42.124,0.677274048
40.128,0.664294349
38.004,0.706894387
35.951,0.683264678
33.894,0.68459593
31.916,0.658303718
29.973,0.64665527
27.879,0.696910003
26.14,0.578761459
24.027,0.703233446
22.237,0.595734912
20.225,0.669619354
18.197,0.674944358
16.133,0.686925619
14.199,0.643659955
12.474,0.57410208
10.812,0.553134874
9.1137,0.565215978
7.6383,0.491032005
6.043,0.53093626
4.777,0.421341005
3.5397,0.411789277
2.603,0.31174575
1.6933,0.302759804
1.0907,0.200552993
0.55733,0.177512363
0.12667,0.14332916
